Individual.ID	Replicate?	Seq.Rep	KF.Num	Sample.ID	Library.ID		Sample.type	Subspecies	Subspecies.ID	Region	Region.ID	Lat	Long	Sex.Field	GenomeWideAvgDepth.old	XChrAvgDepth.old	Sex.Gen	Sex.Final	Age	Date.Collected	FirstYear	Lib.ID
SJKF-Bak-2001-M-013	0	0	013	S21-4613	S21-4613	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.33954463	-119.1269552	M	48.0105	34.0221	M	M	Adult	11/16/01	2001	GBS1
SJKF-Bak-2001-M-425	0	0	425	S22-3642	S22-3642	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.36625	-119.06377	U	9.42015	8.17643	M	M	unknown	11/16/01	2001	GBS6
SJKF-Bak-2001-M-428	0	0	428	S22-3655	S21-4616	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42701335	-119.0930907	M	97.1871	74.9837	M	M	Adult	11/16/01	2001	GBS1
SJKF-Bak-2001-M-428	1	0	428	S22-3655	S22-3655	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42698	-119.0931	U	97.1871	74.9837	M	M	unknown	11/16/01	2001	GBS6
SJKF-Bak-2001-M-429	0	0	429	S22-3662	S22-3662	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.31835	-119.09283	U	10.1952	8.63267	M	M	unknown	11/16/01	2001	GBS6
SJKF-Bak-2001-U-426	0	0	426	S22-3645	S22-3645	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3397	-119.09326	U	4.00471	4.04837	F	U	unknown	11/16/01	2001	GBS6
SJKF-Bak-2001-U-427	0	0	427	S22-3647	S22-3647	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.38282	-118.89924	U	3.54481	3.60387	F	U	unknown	11/16/01	2001	GBS3
SJKF-Bak-2001-U-430	0	0	430	S22-3663	S22-3663	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35761	-119.09227	U	2.66588	2.57704	F	U	unknown	11/16/01	2001	GBS6
SJKF-Bak-2002-F-017	0	0	017	S21-4621	S21-4621	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43490934	-118.8986598	F	161.396	165.007	F	F	Adult	8/16/02	2002	GBS1
SJKF-Bak-2002-M-002	0	0	002	S21-4599	S21-4599	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34716999	-119.0676391	M	77.0939	51.5438	M	M	Adult	12/8/02	2002	GBS1
SJKF-Bak-2002-M-007	0	0	007	S21-4605	S21-4605	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3507664	-119.1051242	M	43.7086	30.7606	M	M	Juvenile	12/4/02	2002	GBS1
SJKF-Bak-2002-M-016	0	0	016	S21-4618	S21-4618	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35414122	-119.1398869	M	33.5034	23.7033	M	M	unknown	1/17/02	2002	GBS1
SJKF-Bak-2002-M-020	0	0	020	S21-4624	S21-4624	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44150473	-119.0782645	M	27.8262	23.9924	M	M	Adult	12/12/02	2002	GBS1
SJKF-Bak-2002-M-021	0	0	021	S21-4625	S21-4625	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35209514	-118.948938	M	32.9649	23.1968	M	M	Adult	12/8/02	2002	GBS1
SJKF-Bak-2003-F-004	0	0	004	S21-4602	S21-4602	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.29047583	-119.0426834	F	27.1636	28.8174	F	F	Adult	2/26/03	2003	GBS1
SJKF-Bak-2003-F-010	0	0	010	S21-4609	S21-4609	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35179146	-119.0635933	F	25.7787	27.2699	F	F	Adult	6/4/03	2003	GBS1
SJKF-Bak-2003-F-011	0	0	011	S21-4610	S21-4610	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35257764	-119.1266101	F	58.5801	59.0332	F	F	Juvenile	3/25/03	2003	GBS1
SJKF-Bak-2003-F-012	0	0	012	S21-4612	S21-4612	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.32913204	-119.12089	F	59.303	60.3622	F	F	Juvenile	10/13/03	2003	GBS1
SJKF-Bak-2003-F-025	0	0	025	S21-4630	S21-4630	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.33819972	-119.0949672	F	162.401	167.053	F	F	unknown	12/23/03	2003	GBS1
SJKF-Bak-2003-M-006	0	0	006	S21-4604	S21-4604	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3507664	-119.1051242	M	59.6854	42.1488	M	M	Adult	1/3/03	2003	GBS1
SJKF-Bak-2003-M-022	0	0	022	S21-4626	S21-4626	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34844203	-119.1077837	M	105.477	72.1305	M	M	Adult	6/1/03	2003	GBS1
SJKF-Bak-2003-M-023	0	0	023	S21-4627	S21-4627	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35440363	-119.1016074	M	113.938	74.8464	M	M	unknown	12/22/03	2003	GBS1
SJKF-Bak-2004-F-024	0	0	024	S21-4628	S21-4628	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.29991189	-119.0675269	F	95.9476	97.9918	F	F	unknown	2/10/04	2004	GBS1
SJKF-Bak-2004-F-026	0	0	026	S21-4632	S21-4632	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34287599	-119.0959519	F	46.0748	51.13	F	F	unknown	6/10/04	2004	GBS1
SJKF-Bak-2004-F-037	0	0	037	S21-4655	S21-4655	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.368553	-118.978373	F	36.5651	39.5326	F	F	unknown	6/1/04	2004	GBS1
SJKF-Bak-2004-M-038	0	0	038	S21-4657	S21-4657	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34991	-119.12149	U	36.9863	26.4467	M	M	unknown	6/1/04	2004	GBS1
SJKF-Bak-2004-M-039	0	0	039	S21-4658	S21-4658	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.444684	-119.087131	M	50.061	34.6667	M	M	unknown	12/27/04	2004	GBS1
SJKF-Bak-2004-M-386	0	0	386	S22-3549	S22-3549	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3946	-119.07665	M	5.78399	4.88029	M	M	Pup	4/20/04	2004	GBS6
SJKF-Bak-2005-F-043	0	0	043	S21-4662	S21-4662	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3268	-119.124654	F	18.268	19.8231	F	F	unknown	11/28/05	2005	GBS6
SJKF-Bak-2005-F-045	0	0	045	S21-4664	S21-4664	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.332168	-119.119404	F	9.29934	10.4743	F	F	unknown	4/26/05	2005	GBS6
SJKF-Bak-2005-F-356	0	0	356	S22-3499	S22-3499	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.33988	-119.1074	F	19.0801	19.8095	F	F	Adult	12/12/05	2005	GBS6
SJKF-Bak-2005-F-396	0	0	396	S22-3577	S22-3577	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.37123	-119.05127	F	13.7058	13.9222	F	F	Adult	3/24/05	2005	GBS4
SJKF-Bak-2005-M-035	0	0	035	S21-4650	S21-4650	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.362201	-119.138029	M	40.0385	29.0712	M	M	unknown	1/31/05	2005	GBS1
SJKF-Bak-2005-M-040	0	0	040	S21-4659	S21-4659	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.396422	-118.954694	M	48.0726	36.0844	M	M	unknown	1/8/05	2005	GBS1
SJKF-Bak-2005-M-041	0	0	041	S21-4660	S21-4660	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.339743	-119.092212	M	73.7589	50.7641	M	M	unknown	1/25/05	2005	GBS6
SJKF-Bak-2005-M-387	0	0	387	S22-3554	S22-3554	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39589	-118.96145	M	4.95928	4.16155	M	M	Adult	1/8/05	2005	GBS5
SJKF-Bak-2005-M-387	1	1	387	S22-3554	S22-3554-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.39589	-118.96145	M	4.95928	4.16155	M	M	Adult	1/8/05	2005	GBS5
SJKF-Bak-2005-M-417	0	0	417	S22-3627	S21-4706	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3268	-119.124654	M	33.9849	25.2997	M	M	unknown	2/17/05	2005	GBS6
SJKF-Bak-2005-M-417	1	0	417	S22-3627	S22-3627	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.32643	-119.12783	M	33.9849	25.2997	M	M	Adult	2/17/09	2009	GBS6
SJKF-Bak-2006-F-046	0	0	046	S21-4665	S21-4665	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.347343	-119.107773	M	9.90318	9.44815	F	F	Juvenile	7/5/06	2006	GBS6
SJKF-Bak-2006-M-036	0	0	036	S21-4653	S21-4653	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.344106	-119.10228	U	23.1154	17.2495	M	M	unknown	9/26/06	2006	GBS1
SJKF-Bak-2006-M-044	0	0	044	S21-4663	S21-4663	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34291	-119.06476	M	43.6313	31.0864	M	M	unknown	5/10/06	2006	GBS6
SJKF-Bak-2006-M-047	0	0	047	S21-4669	S21-4669	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35045	-119.121421	M	62.6007	45.736	M	M	unknown	11/27/06	2006	GBS1
SJKF-Bak-2006-M-053	0	0	053	S21-4685	S21-4685	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.354292	-119.105327	M	95.3504	64.2133	M	M	unknown	10/11/06	2006	GBS6
SJKF-Bak-2006-M-397	0	0	397	S22-3581	S22-3581	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.441477	-119.154347	U	12.4626	9.57484	M	M	unknown	2/9/06	2006	GBS3
SJKF-Bak-2006-M-399	0	0	399	S22-3583	S22-3583	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.38962	-118.95177	M	57.1166	43.217	M	M	YOY	4/28/06	2006	GBS5
SJKF-Bak-2006-M-399	1	1	399	S22-3583	S22-3583-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.38962	-118.95177	M	57.1166	43.217	M	M	YOY	4/28/06	2006	NA
SJKF-Bak-2006-M-400	0	0	400	S22-3584	S22-3584	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.68604	-119.57967	M	2.0835	1.78695	M	M	unknown	7/1/06	2006	GBS5
SJKF-Bak-2006-M-403	0	0	403	S22-3587	S22-3587	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.30811	-119.05678	M	32.3488	23.8882	M	M	Yearling	12/12/06	2006	GBS5
SJKF-Bak-2007-F-049	0	0	049	S21-4678	S21-4678	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.349395	-119.089048	F	53.7396	53.2337	F	F	unknown	4/4/07	2007	GBS1
SJKF-Bak-2007-M-048	0	0	048	S21-4672	S21-4672	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.385795	-119.07791	M	24.9282	18.2243	M	M	unknown	4/11/07	2007	GBS1
SJKF-Bak-2007-M-358	0	0	358	S22-3501	S22-3501	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.33971	-119.13089	M	10.3959	7.82875	M	M	Adult	6/1/07	2007	GBS6
SJKF-Bak-2007-M-405	0	0	405	S22-3600	S22-3600	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.28496	-119.03905	M	7.49345	5.589	M	M	Adult	6/12/07	2007	GBS3
SJKF-Bak-2008-F-052	0	0	052	S21-4683	S21-4683	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.429685	-119.027528	F	25.3105	26.6499	F	F	unknown	4/28/08	2008	GBS1
SJKF-Bak-2008-F-361	0	0	361	S22-3505	S22-3505	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42943	-119.03089	F	5.23086	5.37775	F	F	Adult	9/4/08	2008	GBS6
SJKF-Bak-2008-F-365	0	0	365	S22-3509	S22-3509	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35655	-119.14393	F	31.7942	34.7899	F	F	Adult	9/17/08	2008	GBS4
SJKF-Bak-2008-F-366	0	0	366	S22-3510	S22-3510	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35655	-119.14393	F	14.4332	15.137	F	F	YOY	9/17/08	2008	GBS6
SJKF-Bak-2008-M-060	0	0	060	S21-4697	S21-4697	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.298607	-119.026817	M	47.8479	35.8821	M	M	unknown	7/12/08	2008	GBS1
SJKF-Bak-2008-M-060	1	0	060	S21-4697	S22-3513	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.29917	-119.02834	M	47.8479	35.8821	M	M	Adult	7/15/08	2008	GBS6
SJKF-Bak-2008-M-061	0	0	061	S21-4698	S21-4698	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.279174	-119.077417	U	24.9552	17.785	M	M	unknown	7/22/08	2008	GBS1
SJKF-Bak-2008-M-359	0	0	359	S22-3502	S22-3502	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3279	-119.12536	M	14.6354	10.447	M	M	Adult	8/13/08	2008	GBS6
SJKF-Bak-2008-M-360	0	0	360	S22-3504	S22-3504	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34423	-119.05974	M	4.48133	3.35864	M	M	YOY	8/14/08	2008	GBS6
SJKF-Bak-2008-M-362	0	0	362	S22-3506	S22-3506	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43018	-119.03028	M	4.44114	3.47287	M	M	Adult	9/4/08	2008	GBS6
SJKF-Bak-2008-M-363	0	0	363	S22-3507	S22-3507	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.41593	-119.14731	M	3.89553	3.09502	M	M	YOY	9/10/08	2008	GBS6
SJKF-Bak-2008-M-364	0	0	364	S22-3508	S22-3508	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.41631	-119.152	M	16.4609	11.4703	M	M	YOY	9/10/08	2008	GBS3
SJKF-Bak-2008-M-369	0	0	369	S22-3519	S22-3519	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34427	-119.05977	M	3.8907	3.06533	M	M	YOY	8/14/08	2008	GBS6
SJKF-Bak-2008-M-370	0	0	370	S22-3520	S22-3520	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.41631	-119.14762	M	38.6191	26.9108	M	M	Adult	9/10/08	2008	GBS5
SJKF-Bak-2008-M-411	0	0	411	S22-3620	S22-3620	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35058	-119.10706	M	11.5776	8.84764	M	M	Juvenile	8/26/08	2008	GBS6
SJKF-Bak-2008-U-410	0	0	410	S22-3619	S22-3619	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34647	-119.11439	U	1.38569	1.33264	F	U	unknown	8/8/08	2008	GBS6
SJKF-Bak-2009-F-357	0	0	357	S22-3500	S22-3500	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.31808	-119.0919	F	11.7157	12.7241	F	F	Adult	7/12/09	2009	GBS6
SJKF-Bak-2009-F-368	0	0	368	S22-3515	S22-3515	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.33967	-119.11036	F	48.4682	51.445	F	F	Adult	7/11/09	2009	GBS6
SJKF-Bak-2009-F-373	0	0	373	S22-3523	S22-3523	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34569	-119.09893	F	18.2916	19.6654	F	F	YOY	6/8/09	2009	GBS6
SJKF-Bak-2009-F-414	0	0	414	S22-3624	S22-3624	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.38186	-119.13885	F	14.5569	15.3438	F	F	Adult	1/8/09	2009	GBS5
SJKF-Bak-2009-F-415	0	0	415	S22-3625	S22-3625	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35401	-119.11655	F	49.6238	52.5137	F	F	Adult	1/12/09	2009	GBS6
SJKF-Bak-2009-F-415	1	0	415	S22-3625	S21-4704	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.353639	-119.117697	F	49.6238	52.5137	F	F	unknown	1/12/12	2012	GBS1
SJKF-Bak-2009-F-420	0	0	420	S22-3631	S22-3631	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.4054	-119.04537	F	25.532	26.6117	F	F	Pup	4/27/09	2009	GBS6
SJKF-Bak-2009-F-421	0	0	421	S22-3632	S22-3632	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34389	-119.06002	F	21.4676	22.8799	F	F	Yearling	4/28/09	2009	GBS6
SJKF-Bak-2009-M-059	0	0	059	S21-4696	S21-4696	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.400077	-119.048205	M	26.8212	20.053	M	M	unknown	2/17/09	2009	GBS1
SJKF-Bak-2009-M-367	0	0	367	S22-3514	S22-3514	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.40784	-118.9687	M	53.9851	39.0071	M	M	Adult	1/13/09	2009	GBS5
SJKF-Bak-2009-M-367	1	1	367	S22-3514	S22-3514-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.40784	-118.9687	M	53.9851	39.0071	M	M	Adult	1/13/09	2009	NA
SJKF-Bak-2009-M-371	0	0	371	S22-3521	S22-3521	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35753	-119.08571	M	8.18201	6.10746	M	M	Adult	5/29/09	2009	GBS6
SJKF-Bak-2009-M-372	0	0	372	S22-3522	S22-3522	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35227	-119.10584	M	8.22074	6.23648	M	M	YOY	7/27/09	2009	GBS6
SJKF-Bak-2009-M-374	0	0	374	S22-3527	S22-3527	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.41408	-119.04171	M	25.9201	18.1753	M	M	Adult	9/9/09	2009	GBS5
SJKF-Bak-2009-M-416	0	0	416	S22-3626	S22-3626	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44045	-119.09221	M	13.872	10.0821	M	M	Adult	1/16/09	2009	GBS5
SJKF-Bak-2009-M-419	0	0	419	S22-3630	S21-4705	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.428045	-119.059808	M	40.6582	34.0303	M	M	unknown	2/26/09	2009	GBS1
SJKF-Bak-2009-M-419	1	0	419	S22-3630	S22-3630	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42811	-119.05748	M	40.6582	34.0303	M	M	Adult	2/26/09	2009	GBS6
SJKF-Bak-2009-M-422	0	0	422	S22-3633	S22-3633	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34378	-119.05994	M	1.14478	1.12894	F	M	YOY	5/5/09	2009	GBS6
SJKF-Bak-2009-M-423	0	0	423	S22-3634	S22-3634	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.41974	-119.01657	M	48.3214	33.8305	M	M	YOY	5/20/09	2009	GBS5
SJKF-Bak-2009-M-423	1	1	423	S22-3634	S22-3634-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.41974	-119.01657	M	48.3214	33.8305	M	M	YOY	5/20/09	2009	NA
SJKF-Bak-2009-M-424	0	0	424	S22-3636	S22-3636	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34288	-119.10503	M	6.78403	5.12989	M	M	YOY	6/17/09	2009	GBS6
SJKF-Bak-2010-F-392	0	0	392	S22-3567	S22-3567	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.42485	-119.10853	F	23.1521	24.1434	F	F	Adult	5/10/10	2010	GBS5
SJKF-Bak-2010-M-391	0	0	391	S22-3566	S22-3566	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.33363	-119.62748	M	6.78299	5.4404	M	M	Yearling	9/7/10	2010	GBS3
SJKF-Bak-2013-M-375	0	0	375	S22-3528	S22-3528	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3227	-119.0396	M	20.4503	13.8076	M	M	Adult	10/23/13	2013	GBS5
SJKF-Bak-2014-F-377	0	0	377	S22-3530	S22-3530	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.32136	-119.05059	F	9.67135	9.55107	F	F	Adult	6/8/14	2014	GBS2
SJKF-Bak-2014-F-378	0	0	378	S22-3531	S22-3531	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.390463	-119.060422	F	26.8814	26.7494	F	F	Adult	7/11/14	2014	GBS3
SJKF-Bak-2014-F-381	0	0	381	S22-3534	S22-3534	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43057	-119.04485	F	4.09488	4.00915	F	F	Adult	8/20/14	2014	GBS5
SJKF-Bak-2014-F-383	0	0	383	S22-3536	S22-3536	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.41929	-119.01912	F	5.36548	5.28402	F	F	Adult	10/10/14	2014	GBS2
SJKF-Bak-2014-F-394	0	0	394	S22-3573	S22-3573	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.3204	-119.0382	F	7.99234	7.80376	F	F	Adult	6/7/14	2014	GBS3
SJKF-Bak-2014-M-379	0	0	379	S22-3532	S22-3532	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43057	-119.04485	M	24.0176	16.4325	M	M	Adult	8/1/14	2014	GBS5
SJKF-Bak-2014-M-380	0	0	380	S22-3533	S22-3533	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43057	-119.04485	M	5.07181	4.00376	M	M	Adult	8/20/14	2014	GBS5
SJKF-Bak-2014-M-382	0	0	382	S22-3535	S22-3535	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43008	-119.02931	M	4.84342	3.75502	M	M	Adult	9/23/14	2014	GBS5
SJKF-Bak-2014-M-384	0	0	384	S22-3537	S22-3537	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.41929	-119.01912	M	2.30582	1.93674	M	M	Adult	10/10/14	2014	GBS5
SJKF-Bak-2014-M-393	0	0	393	S22-3572	S22-3572	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.33385	-119.05179	M	23.4848	15.6707	M	M	Adult	6/3/14	2014	GBS3
SJKF-Bak-2017-M-385	0	0	385	S22-3538	S22-3538	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34924	-119.06494	M	10.3322	7.57245	M	M	Adult	3/31/17	2017	GBS5
SJKF-Bak-2020-F-117	0	0	117	S22-3234	S22-3234	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45325	-119.04449	F	14.9679	15.513	F	F	Adult	11/10/20	2020	GBS4
SJKF-Bak-2020-F-120	0	0	120	S22-3237	S22-3237	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.371611	-118.951812	F	22.3179	22.1801	F	F	Adult	10/20/20	2020	GBS2
SJKF-Bak-2020-F-123	0	0	123	S22-3240	S22-3240	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.409104	-118.909302	F	61.3038	62.841	F	F	YOY	9/29/20	2020	GBS2
SJKF-Bak-2020-F-123	1	1	123	S22-3240	S22-3240-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.409104	-118.909302	F	61.3038	62.841	F	F	YOY	9/29/20	2020	NA
SJKF-Bak-2020-F-127	0	0	127	S22-3244	S22-3244	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45325	-119.04449	F	19.6481	20.4821	F	F	YOY	11/12/20	2020	GBS4
SJKF-Bak-2020-F-130	0	0	130	S22-3247	S22-3247	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35025074	-119.1796795	F	13.6397	13.9962	F	F	Adult	12/7/20	2020	GBS2
SJKF-Bak-2020-F-165	0	0	165	S22-3286	S22-3286	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43067	-119.06737	F	3.1652	3.19419	F	F	YOY	11/11/20	2020	GBS2
SJKF-Bak-2020-F-169	0	0	169	S22-3291	S22-3291	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44898	-119.05512	F	19.5487	19.5433	F	F	YOY	9/11/20	2020	GBS4
SJKF-Bak-2020-F-174	0	0	174	S22-3296	S22-3296	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.34748	-119.10132	F	11.1223	11.8342	F	F	YOY	11/2/20	2020	GBS6
SJKF-Bak-2020-M-118	0	0	118	S22-3235	S22-3235	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.35025	-119.17968	M	20.8805	15.0233	M	M	Adult	12/5/20	2020	GBS4
SJKF-Bak-2020-M-121	0	0	121	S22-3238	S22-3238	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.37161	-118.95181	M	10.6722	8.84148	M	M	YOY	10/9/20	2020	GBS4
SJKF-Bak-2020-M-121	1	1	121	S22-3238	S22-3238-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.37161	-118.95181	M	10.6722	8.84148	M	M	YOY	10/9/20	2020	NA
SJKF-Bak-2020-M-124	0	0	124	S22-3241	S22-3241	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.37161	-118.95181	M	4.37844	3.43976	M	M	YOY	10/9/20	2020	GBS4
SJKF-Bak-2020-M-125	0	0	125	S22-3242	S22-3242	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43598	-119.05248	M	37.7705	25.8833	M	M	YOY	11/10/20	2020	GBS4
SJKF-Bak-2020-M-125	1	1	125	S22-3242	S22-3242-R	1	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.43598	-119.05248	M	37.7705	25.8833	M	M	YOY	11/10/20	2020	NA
SJKF-Bak-2020-M-126	0	0	126	S22-3243	S22-3243	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.45325	-119.04449	M	5.85317	4.57604	M	M	Adult	11/11/20	2020	GBS4
SJKF-Bak-2020-M-128	0	0	128	S22-3245	S22-3245	0	Tissue	SanJoaquinKitFox	SJKF	Bakersfield	Bak	35.44898	-119.05512	M	4.70223	3.70398	M	M	YOY	11/13/20	2020	GBS2
